#,#,#,OPERATOR:1,OPERATOR:1,OPERATOR:2,OPERATOR:2,OPERATOR:2,OPERATOR:2,OPERATOR:2,OPERATOR:2,OPERATOR:2,OPERATOR:2,OPERATOR:2,OPERATOR:2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,19,19,19,20,21,21,22,22,22,22,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,
2021/04/15,14:28:45,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- Kremasti4_LSM_50x_type1_e_Topo.mnt,-0.3377469396,-4.478165366,-5.367973309,0.005382968206,-3.555085374e-06,7.412162011e-10,0.008227591525,-5.574766284e-07,-3.340871903e-10,-3.41256035e-06,5.39117277e-10,1.754015109e-10,Kremasti4_LSM_50x_type1_e_Topo,4/13/2021 4:06:16 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,34.77221451,65532,0.5306142725,0,Kremasti4_LSM_50x_type1_e_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 4:06:16 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,6.584180262,124086,0.05306142725,0,0.73507625,-1.103058741,8.744491252,2.397739775,4.186440487,6.584180262,0.4949254265,3.068395629,0.7944503331,1.671061215,22.79653265,0.3736763954,39.24765865,0.2544362378,2.79613358,0.04623729003,0.8406711412,0.04623729003,0.4765107842,0.7302121944,0.1104589468,4.071615559,0.4982151119,4977.168231,89.98710166,135.0322291,44.99026163,36.1910251,*****,*****,5.993038404,1471557.023,0.2894198109,0.5290686207,Kremasti4_LSM_50x_type1_e_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\Kremasti4_LSM_50x_type1_e_Topo.sur,4/13/2021 4:06:16 PM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,6.584180262,-4.113268779,2.470911483,124086,0.05306142725,21.6976,
2021/04/15,14:31:12,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- Kremasti4_LSM_50x_type2_a_Topo.mnt,-1.170441013,0.8325212421,-2.040604913,-9.592349357e-05,-2.9731825e-07,2.070787754e-10,0.004281393179,1.293348968e-06,-9.94064012e-10,-1.881201943e-06,6.143418689e-10,-4.459760318e-11,Kremasti4_LSM_50x_type2_a_Topo,4/13/2021 4:23:16 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,15.89306811,65531,0.2425274772,0,Kremasti4_LSM_50x_type2_a_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 4:23:16 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,7.44505999,306978,0.02425274772,0,0.6036371434,-2.255199411,20.7349353,1.933138015,5.511921975,7.44505999,0.3857944023,4.760880424,0.6318319116,1.018717681,19.06010841,0.5135032185,35.99064976,0.1478211618,1.024515855,0.03588645109,0.6677150752,0.03588645109,0.3553533373,0.5855562633,0.08215881192,3.581888311,0.3759256895,4260.41445,45.00840013,135.007675,90.02379415,81.53957388,*****,*****,1.927822666,2511887.447,0.3151959329,0.5437181208,Kremasti4_LSM_50x_type2_a_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\Kremasti4_LSM_50x_type2_a_Topo.sur,4/13/2021 4:23:16 PM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,7.44505999,-5.51003026,1.93502973,306978,0.02425274772,2.446633333,
2021/04/15,14:33:44,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- Kremasti4_LSM_50x_type2_b_Topo.mnt,-1.002394604,-2.366689233,-1.743379307,0.006434937939,-3.386867483e-06,2.552395907e-10,-0.001414474349,5.977771116e-07,5.886271815e-10,3.378870447e-07,-6.294607209e-10,7.046763891e-11,Kremasti4_LSM_50x_type2_b_Topo,4/13/2021 4:38:37 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,18.74047867,65532,0.2859744654,0,Kremasti4_LSM_50x_type2_b_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 4:38:37 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,3.329486311,116426,0.02859744654,0,0.3343659848,-0.9943287829,7.07069806,1.24224448,2.087241831,3.329486311,0.2394931893,21.11141114,0.3684054223,0.8095726183,28.43291026,0.7057996495,39.25082981,0.113414641,0.6011955046,0.0156875273,0.3840999333,0.0156875273,0.2410692139,0.33196642,0.05213351331,2.238429381,0.2734312189,4249.816328,179.9523945,44.99160501,134.9934922,69.6736125,*****,*****,1.169514851,1850551.913,0.3301416686,0.7273785519,Kremasti4_LSM_50x_type2_b_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\Kremasti4_LSM_50x_type2_b_Topo.sur,4/13/2021 4:38:37 PM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,3.329486311,-2.082466057,1.247020254,116426,0.02859744654,3.157766667,
2021/04/15,14:38:07,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- Kremasti4_LSM_50x_type2_c_Topo.mnt,1.658846715,-3.814968436,-10.24538422,0.01684462729,-7.600111911e-06,9.235336096e-10,0.006110511324,-3.43153299e-06,8.241160226e-10,-1.443111851e-06,-2.962308571e-11,1.266219238e-10,Kremasti4_LSM_50x_type2_c_Topo,4/13/2021 4:53:12 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,28.92968799,65532,0.4414589512,0,Kremasti4_LSM_50x_type2_c_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 4:53:12 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,14.11754824,319793,0.04414589512,0,1.210555205,-0.8883242423,12.4855847,6.694415973,7.423132264,14.11754824,0.6691669112,0.2459348208,0.9677755832,3.196956676,16.40346633,0.7454306484,30.50367585,0.2696747468,2.850348834,0.111921894,1.079676537,0.111921894,0.4593232781,0.8719403351,0.2077362021,6.983512725,1.146679437,4101.478224,44.96848512,26.50056864,90.01949614,81.51044633,*****,*****,4.362620728,5391969.57,1.403138689,2.936057788,Kremasti4_LSM_50x_type2_c_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\Kremasti4_LSM_50x_type2_c_Topo.sur,4/13/2021 4:53:12 PM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,14.11754824,-7.415450878,6.702097359,319793,0.04414589512,6.555777778,
2021/04/15,14:42:02,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- Kremasti4_LSM_50x_type2_d_Topo.mnt,-0.7180760953,-0.4901303992,-0.6701577269,-0.0009424057391,1.340684611e-06,-3.895369473e-10,0.001517311453,2.150144588e-07,-9.793972685e-11,-7.755459871e-07,6.443552076e-11,6.053270025e-11,Kremasti4_LSM_50x_type2_d_Topo,4/15/2021 9:44:27 AM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,14.15527357,65532,0.2160055175,0,Kremasti4_LSM_50x_type2_d_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/15/2021 9:44:27 AM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,2.26479625,104849,0.02160055175,0,0.255905575,-0.7540239704,5.12087299,0.7152158689,1.549580381,2.26479625,0.1951827022,87.97770361,0.3091965339,0.5714699721,21.12501024,0.2403435407,33.75199002,0.1278322688,0.7925296258,0.009639498603,0.3188355092,0.009639498603,0.2180566853,0.282557702,0.03627780724,1.541804183,0.2742761284,4481.220379,44.99906926,89.99363935,0.02309168055,74.97530723,*****,*****,1.727567748,2156009.768,0.1658500147,0.3749123634,Kremasti4_LSM_50x_type2_d_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\Kremasti4_LSM_50x_type2_d_Topo.sur,4/15/2021 9:44:27 AM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,2.26479625,-1.546923513,0.7178727368,104849,0.02160055175,3.238744444,
2021/04/15,14:44:32,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- Kremasti4_LSM_50x_type2_e_Topo.mnt,-0.6415151912,-0.1324012077,-1.607774129,-0.001124517738,9.686507004e-07,-3.305936283e-10,0.003961721969,1.059278399e-06,-3.994645791e-12,-1.80497116e-06,-2.249687716e-10,1.095251881e-10,Kremasti4_LSM_50x_type2_e_Topo,4/15/2021 10:04:21 AM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,12.81664986,65532,0.1955784938,0,Kremasti4_LSM_50x_type2_e_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/15/2021 10:04:21 AM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,5.283689916,270157,0.01955784938,0,0.5821568287,-1.146887763,7.291830265,2.032080109,3.251609807,5.283689916,0.4078515638,1.986760265,0.6208270052,1.507957849,16.15552049,0.7492879199,86.50647818,0.2395625291,2.616786491,0.02715075454,0.6479738711,0.02715075454,0.3928393085,0.5464655239,0.1015083472,3.768414243,0.6610934543,3972.27862,135.0036296,90.0191306,0.01421476238,86.42201147,*****,*****,5.235410139,3972359.357,0.3601222024,0.8335387175,Kremasti4_LSM_50x_type2_e_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\Kremasti4_LSM_50x_type2_e_Topo.sur,4/15/2021 10:04:21 AM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,5.283689916,-3.245273064,2.038416852,270157,0.01955784938,5.605111111,
2021/04/15,14:47:02,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- MudPlaster2015MEGII_LSM_50x_natural_a_Topo.mnt,-0.02275752641,-4.833357617,7.095631236,-0.009819468481,2.218443549e-06,1.861303066e-10,-0.00506808745,6.156652449e-06,-1.412668813e-09,1.478106859e-07,-4.06733238e-10,1.800840009e-10,MudPlaster2015MEGII_LSM_50x_natural_a_Topo,4/13/2021 11:55:38 AM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,33.52783116,65532,0.5116253305,0,MudPlaster2015MEGII_LSM_50x_natural_a_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 11:55:38 AM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,11.56104411,225967,0.05116253305,0,2.031987192,-0.2048551717,2.628813204,5.750668715,5.810375391,11.56104411,1.642067426,0.3053049927,2.571849505,4.267809386,27.44342216,0.7947105304,50.74126709,0.3808079651,6.215141687,0.07687837197,2.648715812,0.07687837197,1.958046211,2.410415511,0.2383003007,5.872145623,1.777328763,3312.808805,90.00545297,0.0308139926,134.9997275,85.32612067,*****,*****,9.67173416,5819988.926,0.3259244723,0.6149601,MudPlaster2015MEGII_LSM_50x_natural_a_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\MudPlaster2015MEGII_LSM_50x_natural_a_Topo.sur,4/13/2021 11:55:38 AM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,11.56104411,-5.80428705,5.756757057,225967,0.05116253305,11.67144444,
2021/04/15,14:49:46,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- MudPlaster2015MEGII_LSM_50x_natural_b_Topo.mnt,-2.011064403,-4.229227327,-7.146895203,0.001927674105,2.630954295e-06,-1.065989967e-09,0.007063274491,-5.108475401e-06,2.570649376e-09,1.830235508e-07,-1.696927202e-09,-3.583887986e-12,MudPlaster2015MEGII_LSM_50x_natural_b_Topo,4/13/2021 12:24:52 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,45.1994628,65532,0.6897311664,0,MudPlaster2015MEGII_LSM_50x_natural_b_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 12:24:52 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,22.68443039,328888,0.06897311664,0,4.118975717,-0.4028427011,2.838691992,10.68317706,12.00125332,22.68443039,3.286365263,0.2358194087,4.798238861,9.455241743,27.19722297,0.723133831,3.253333516,0.645686308,15.17257354,0.1767704391,4.975038709,0.1767704391,3.890346324,4.408981882,0.5660568271,11.07653075,3.267388721,4138.713096,44.99209605,0.002020633359,90.00769423,79.88111114,*****,*****,16.56074164,7318908.797,0.1330043446,0.4610042721,MudPlaster2015MEGII_LSM_50x_natural_b_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\MudPlaster2015MEGII_LSM_50x_natural_b_Topo.sur,4/13/2021 12:24:52 PM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,22.68443039,-11.85385777,10.83057261,328888,0.06897311664,60.24261111,
2021/04/15,14:52:27,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- MudPlaster2015MEGII_LSM_50x_natural_d_Topo.mnt,-5.094386591,3.276079861,2.654102963,-0.002185788442,3.721181273e-07,1.821716358e-10,-0.0006529450399,-1.862208917e-07,-1.756117475e-10,-1.831700019e-06,2.214440331e-10,7.357407519e-10,MudPlaster2015MEGII_LSM_50x_natural_d_Topo,4/13/2021 1:29:35 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,45.0070782,65532,0.6867954312,0,MudPlaster2015MEGII_LSM_50x_natural_d_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 1:29:35 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,14.43486033,210177,0.06867954312,0,1.991888222,-0.5388777876,3.59375502,5.621145886,8.813714448,14.43486033,1.573711779,0.1832386904,2.449902877,4.444974205,18.07347416,0.8473025698,176.2552589,0.6083035123,14.0646952,0.06670862387,2.516585804,0.06670862387,1.808997837,2.247078621,0.2695071828,9.564828271,2.515145636,4348.080328,0.01161552071,44.98244796,90.0067744,82.74404215,*****,*****,19.99193781,8526990.649,0.2093140665,0.4596307133,MudPlaster2015MEGII_LSM_50x_natural_d_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\MudPlaster2015MEGII_LSM_50x_natural_d_Topo.sur,4/13/2021 1:29:35 PM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,14.43486033,-8.671479114,5.76338122,210177,0.06867954312,64.69571111,
2021/04/15,14:55:12,D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\ProcessingAnalysis_v2 --- MudPlaster2015MEGII_LSM_50x_natural_e_Topo.mnt,-9.119254105,-3.000855399,3.994042044,0.02011903348,-1.988912341e-05,4.961743948e-09,-0.01326456189,6.058837228e-06,-1.372402111e-09,-3.163430603e-06,-1.184887693e-09,2.854678674e-09,MudPlaster2015MEGII_LSM_50x_natural_e_Topo,4/13/2021 2:00:09 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,67.06152557,65532,1.023340133,0,MudPlaster2015MEGII_LSM_50x_natural_e_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm) > Filled-in non-measured points,4/13/2021 2:00:09 PM,Surface,X,255.4748064,3000,85.18666436,Y,255.4748064,3000,85.18666436,Z,Topography,20.28956014,198268,0.1023340133,0,3.41073742,-0.3316060071,3.249020681,9.041619408,11.24794073,20.28956014,2.672144043,0.3458678797,4.247743765,7.781393065,27.89543915,*****,176.7470501,0.6878441624,16.57076684,0.1408880752,4.388612704,0.1408880752,3.007145159,3.940413335,0.4481993689,9.29742033,3.05238086,4351.426838,0.02335595166,135.0232504,90.00704899,65.33351509,*****,*****,20.87566882,8526990.649,0.2505130968,0.5967345951,MudPlaster2015MEGII_LSM_50x_natural_e_Topo > Leveled (LS-plane) > Form removed (LS-poly 3) > Outliers removed > Thresholded (0.1000 % ; 99.90 %) > S-filtered (Lambda-s 2.500 µm),D:\Dropbox\jmmarreiros_dropbox\Work\Papers and articles\2021 - Debreuil et al Brunishing tools\ConfocalData\surfaces\MudPlaster2015MEGII_LSM_50x_natural_e_Topo.sur,4/13/2021 2:00:09 PM,Surface,X,255.4748064,3000,85.18666436,0,Y,255.4748064,3000,85.18666436,-255.4748064,Z,Topography,20.28956014,-11.10242177,9.187138375,198268,0.1023340133,63.89733333,
